name,description,coordinates,image_url,category,rating,city,country,website,address
Monumento al canal de Panama,,"8.949380399999999,-79.5320399",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJVxEWdZSvrI8RRYs_PoiWRV8/photos/AWYs27xVKymHg63wKLK1Gg2ei87XN9kFvNdmq8TlLrnNws7gXHqfXa0SgH4BuVZUwp9dDte7V1DIGFBgteV-PwmaViVs-AzqCRuqrSdCcwt6YbgI1iGnTXw_37Q2IhcBFP1_I9jmOHuf01isZfL_LXCRVEulZP-kHy0nr1P6&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.5,Panamá,Panama,,"Conjunto Monumental de Las Bóvedas, C. 5a, Panamá, Provincia de Panamá, Panama"
Alcatraz Island,"Notorious prison & once home to Al Capone, now a museum with an audio tour, accessible by ferry.","37.8269775,-122.42295550000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJmRyMs_mAhYARpViaf6JEWNE/photos/AWYs27xSmp5yQw2-Jn2wCqsla7P2X0IcBLXWWLPNl6-4W5ZaImAfIEhv7fjZusw_SmjWRYlgc6EjDblhilGN2MWApx10QEW4dfycQ-In4rVbQUCYoG7qCVSgK87XPEB3j8XZJMd-iBBWvZ9FwtrM5T--iN75sDioydnLO6CZ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.7,San Francisco,United States,https://www.nps.gov/alca/index.htm,"San Francisco, CA 94133, USA"
Old Town Berat,,"40.7058125,19.9499375",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJN1CtgAeiWhMROZIDWdS97fQ/photos/AWYs27w0kD1NoI1Dhc3PKzF6iZkGSOgF8n_0QJcoEfR-jY6bWSGRnVyTF5q5vHHxdv7kjuQmDiqg4QLxk4g9wjQTgFPyhB435ZTFHyWQJSlxTGSk1rVp5ZmrDqcKrDCpYRTwAS5BMUejqzWrp37Q66P3-Lu9dNFGVMQp4nE-&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Berat,Albania,,"PW4X+8XV Old Town, Rruga Kol Myzeqari, Berat 5001, Albania"
Walls of Cartagena,"Defensive stone walls snaking 11km around Cartagena, dating to the 1600s & known for sunset vistas.","10.4296098,-75.54486500000002",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJxyC0P58v9o4R4CLqohDRUyU/photos/AWYs27y9M2bZI7jU-T6wdw6bgRF7pzpPo65J6QHm2_kfh3eN3Zw1Gj52qjqCxHM3ePft050lqT4xIXawWyKAOPD0MnywtHCj-RQBMCJgKrZartF8TVBFTvrbxrSOcvN7hLnBLEGVcTLmLpRDtzqp_AWQtHxOb-ILh1LpRkvC&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.8,Cartagena de Indias,Colombia,,"Cl. de la Serrezuela, San Diego, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
Huangshan Mountain,,"30.137802999999998,118.16520100000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJPY1nCYzGNTQRflFhHC-RbXA/photos/AWYs27wn_dlO8GrLr3vgZlMTqMmtXdXfznPqWSERSUsMg8N9JLcCDJEyG00jnFtJkhyMWNL_XjtnLWprYdppvxG69PMGrBM6chwRyNxFa9fCJKFRR9cB50eTgt5PrNx3qdNcNalTL-7A_AGsBF7zWlIyUiCh_pafxYqWiqbY&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Huangshan City,China,,"Huangshan Mountain, Huangshan District, Huangshan City, China, 245801"
Al Masjid an Nabawi,"Pilgrimage site with a huge mosque originally built by the prophet Muhammad, plus his tomb.","24.467643900000002,39.6111049",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJFUyNcqq_vRURL4656KnMyTk/photos/AWYs27wpQtJnH1_-4wTPbEWNIcBaCuQvFRhc8yKFM2M25nd7-8O8cLrk6oHuD7I_-575QdbCLx8YeOZX-N0NxVVlboDRLGegE0iOJtJh5HmfIjntnQyhk-4aaAfnPHi8N5Q7_iMCOk_F6qWObRQ2ABfir1YxLd76VnJXOUjW&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Mosque,4.9,Madinah,Saudi Arabia,https://wmn.gov.sa/public/?page=Home,"Al Haram, Madinah 42311, Saudi Arabia"
Fortress Hohensalzburg,"Huge 11th-century fortress complex on a hilltop with views over city to the Alps, plus museums.","47.794948299999994,13.0476583",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJvQMhJ2CQdkcRa1Xs6dO-dys/photos/AWYs27zK5A8uV8OJfpZoJ9fydiZt2uYOOz-0Z3kB-RZm5hqQGyPFAraQNFNvTy_k6ovwAHb64bxky1vvyEF0WxFB23rj78F-EfbWnbI84ThlouANLvDae_I2MUPdaj7hqTYConllBMbVfFwvOSCXlVTP5HzEhX-FHeaVYgok&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.6,Salzburg,Austria,https://www.salzburg-burgen.at/de/festung-hohensalzburg/,"Mönchsberg 34, 5020 Salzburg, Austria"
Leshan Giant Buddha,Immense statue (built 713 to 803) that's carved out of a stone cliff & depicts a sitting Buddha.,"29.544130900000003,103.7715369",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJU3qsm2FO7zYRPkQca_RClhI/photos/AWYs27x59oxlvaYzvMzKeoMpPucbTmaPOZTtdz89XEEeURHZRrVrKXfv7YmTCrFQXisS-HUNf2MKs010E_orHga-IVgm2SyD38-m07sUj-ew7mINzyOT5Xfm2i2WWzPXSTZJXsQmf2NdMFMdKXxRv2E8buplbSIdbWE9mJoO&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Cultural landmark,4.6,Le Shan Shi,China,http://www.leshandafo.com/,"2345 Ling Yun Lu, Shi Zhong Qu, Le Shan Shi, Si Chuan Sheng, China, 614099"
Baiterek,"Built between 1996 & 2002, this trophy-like structure features a deck 97m above street level.","51.128316000000005,71.4305155",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ99yqDB6ERUIROR0Rh__gbE8/photos/AWYs27y4Q8NB5LMGpNE7KW_GeUV2htcODTttCtRfYMQU-G6AljgvaC2UHb4araTXB2jsG30KTeQLfWQ5d1BAf7nEiOLQa9TzloTIG9DF8d9RdlrIk4yLMAjUa5-lijR_rRvelokfmAv2bCgUvof9F3-ktH6TpA313qTk-2YR&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.6,Astana,Kazakhstan,https://www.baiterek.gov.kz/,"4CHJ+86C, Astana 01000, Kazakhstan"
Cathedral of Notre-Dame of Reims,"Imposing, ornate, 13th-century, Gothic cathedral with twin towers & intricate stained glass windows.","49.253828,4.0340473999999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJSc9eKVN06UcR4qt8ZZQBSH8/photos/AWYs27zP2R0uCutyNDUihGcO8_ro2M-mBmZNV0qwy6iZ3CpwHl9RixQk1IVlFhR9-R3m65HizHpfGZsN7ZdYgrlzeDxSO3mdQuKFta_whfiPN3UV8X5BFt3rmq35_2evQgKQF3lYd1rKd2rt_pM_VP6mu2iVAaZj4m1kgp8v&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.7,Reims,France,https://www.cathedrale-reims.com/,"Pl. du Cardinal Luçon, 51100 Reims, France"
Bukchon Hanok Village,Village dating to the 14th century filled with narrow streets lined with restored traditional homes.,"37.5814696,126.9849519",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJT8H4r9qifDURmuXJ_6m6vM0/photos/AWYs27x7JkF-qXcexIia_CKwk_H-czAzVf7cEdrzHiFdQ3zhSy__guK1Yk5_YwQ0IPCDBbQF3p3pk9g-KRF1aUwaT_vYy1Ok9CpLpQ9jESFjSYkZnsL9JehzSCR4N3Jw1S9CBsxmao-W29GL59xZjGhDY3KrIIPBRryeXieQ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Landmark,4.4,Seoul,South Korea,https://bukchon.seoul.go.kr/front/index.do,"Gyedong-gil, Jongno District, Seoul, South Korea"
Karnak,"Huge temple site with preserved ancient ruins & over 200 structures, including giant Amen-Ra temple.","25.718834599999997,32.6572703",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJzcD-KJIVSRQR2FnCCMDoGsc/photos/AWYs27zPsgIFDoEhzUhhk3epva7NTDmNmFTO2HzLsoLFmQysJ8fXgf5TSe4yqjJ-bJ9CAPtJFR1CCF_YeO2P7Akrz8LhrC2THxXYgwIQTcCNdMfM7-7TAacjdnv1YsfehAYHBq1fMlFyzWJJPslCYPRiyA_T0Tm_JImAcsOa&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.8,Luxor Governorate,Egypt,,"Karnak, Luxor, Luxor Governorate, Egypt"
Palace of Parliament,Colossal parliament building & international conference center known for its ornate interior.,"44.4275035,26.087350599999997",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJwSjue0L_sUAR3K2rAviJECs/photos/AWYs27zcVZFrJMEX9udpBmqzWuKrAdOt4MnNF_JnJufjzEvNblpSYjuEMrcGzTmQrYND2dhR_HacfOc34QnMEIxtzjOPgJzRXFfMCkuJZQCpnt0agHcTooo4lbBq7HG6lw4PF4LRBaHYdKXWnZXtXQ9Bh6f1D3ol8gKGVSr8&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Government Office,4.4,București,Romania,https://cic.cdep.ro/,"Strada Izvor 2-4, București, Romania"
Museum of Islamic Art,"Landmark Pei-designed museum opened in 2008, with displays tracing 1400 years of Islamic art.","25.2953759,51.5394407",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJjVLMehfFRT4RfdY6vbQQpXU/photos/AWYs27yPHdalpfTeouqRldY5guimMrSAN8wtuJiF60ath3IgETMcqXaW1PbB2pT8SVpXCEkGEuvVJZWsvv5Vl5JP3em_rckZtYizTbXV5x2ybV4U-za7lNGGQAWAhAS-noHYrL-CjsQcFpK5JS1G-r40jlG7r6Xr8ne8L1i7&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.7,Doha,Qatar,http://www.mia.org.qa/,"Doha, Qatar"
Windsor Castle Quadrangle,,"51.483790899999995,-0.6029424999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ5_jd2-97dkgRS2yKESInOME/photos/AWYs27w_IxmeNwKtwKpkX7OSNB29EGgP9gsMJgik6p9Cjbr0mXcak0tiPojMKRCIkA_hD2da1eAI4JyLcczqktJpeZJhuTyA9T03AhNFv0BqvmwmRv1q8dl1EnCsYOeLYa1UYnICUepO7fdUohfneP05pkLLQHsC_aIp4ZIc&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.6,London,United Kingdom,https://www.rct.uk/visit/windsor-castle,"27-29 Crawford Pl, London, Windsor SL4 1NJ, UK"
Rila Monastery,"Ornate monastery, one of the country's most-visited cultural sites, with a museum & frescoes.","42.133482799999996,23.3401919",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJGdU6Hb_iqhQRInfCtfEKi-A/photos/AWYs27xtiYx9ytRUjQoJha3RGzRDTef_HT54tff5D02oZc87NCY9ZG7tUakOu8lmPojBK8WyWSmKFnqgltdZ49iczeaLRF2Zee0V7rIrz0y5b_0h9QiYairw-oibZKfG37XDRTPSJNMVGSJMS4dFqJRewkQK84jQPzAxqQ6k&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.8,Rilski manastir,Bulgaria,https://rilskimanastir.org/,"2643 Rilski manastir, Bulgaria"
Mosque-Cathedral Monumental Site of Córdoba,"Ornate, Moorish-style place of worship, with a hall of arched pillars & a basilica with frescos.","37.8789056,-4.7793868999999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJzxYazoIgbQ0RNvYb-FPD6-8/photos/AWYs27zkoMeXAs4xx-6QR8kkL2ybh-IMaA4T6I3rxVbqlt3cHyJHxJXXDY0rc1_Psk3JDhG-cCjTk7ImjBQVrm4oJ9_dYwPoGMVAi3pZ-7oH7IE9nCZLRc0nQa-XjuPiEgSVvhZzuYLjAoLdkvD_1ggG8nteDRjhb5Aw5jA9&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.8,Córdoba,Spain,https://mezquita-catedraldecordoba.es/,"C. Cardenal Herrero, º 1, Centro, 14003 Córdoba, Spain"
Mala Osojnica,"Hilltop viewpoint, reached by a steep, challenging hike, offering iconic panoramas of Lake Bled.","46.35692900000001,14.082362799999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ-7BUqkaRekcReQjXwHmy4Z4/photos/AWYs27w4Hta-wSlGhb0T9slxJPSkaNEJftO6xkR-BuS6tJIqgfNOWbsZIiiGVz2Eejo-G0asp4q0JAUPqhKTEhut-Ak8mKqDAXbtMG6sS8kNKXNmBn5glQqlVeXUE3o3FjQkkfWB_5IOtykBH00MN-cacIHqCUxtT-_fWZer&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Radovljica,Slovenia,,"Ljubljanska cesta 8, 4260 Bled, Slovenia"
Aït Benhaddou,,"31.047043000000002,-7.131899600000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJORRBIGHgug0ROhLsoGQPCU0/photos/AWYs27xKX4ER_ik295yL7kJB8c23jbJ9KMgbbBmeMudXQPfltsaiwsQ8qvMYSCFglreBNRGv7bQe5CueJIDlv299TvdgS1l2T1zIoiCBS1-NxMpVTx2UsWLaxZ_CDJWonfWFen12PTdNqwJUWxaeM09t_BiAfw5wy7jMJTdT&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,Aït Benhaddou,Morocco,,"Aït Benhaddou, Morocco"
Hrad Devín,Partially reconstructed medieval castle offering panoramic vistas over the Danube & Morava rivers.,"48.1738436,16.9785856",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJpZC_oKX0bEcRsjOAG3eWS4A/photos/AWYs27z23JU4ThKESv5Fh3PlHvHdmHQ-Vn4gGy9p43i3pTshcKqIuhSr35IiBjBT5TsUVsq4xCyYC34oSyoS5Y3HR2jiIZ5YuVfnLIE2Tpe7TzQGUi1Miz2fTcKC3qhKU84AmlkfWybU1xRaHgTU6B6BEGs6rA0YTKmqaqYd&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.7,Bratislava,Slovakia,http://www.hraddevin.mmb.sk/,"10, Muránská 1050, 841 10 Bratislava-Devín, Slovakia"
Pyramids of Meroë West,,"16.9329355,33.728895",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJB-MBjcdNhhYRrMI7uFRbxC8/photos/AWYs27zwx-CaJ8M7H0xZDgGGpVkFe6yePOR3INYf2BlNc0zIoOtkfggydqLYUrgOe6jRE8JGNJHMyG5ZkGvc1rfA1dAcEWGXyv-l2KaQyJSnBOhsUHGAjAQCqMMP9IMm7rU0BFLuGlw8xESen2ml8kF09R3yJ-34k8OxylE&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.6,Kabushiya,Sudan,https://es.wikipedia.org/wiki/Pir%C3%A1mides_de_Meroe#Cementerio_oeste_de_Begarawiyah,"WPMH+5HC, Kabushiya, Sudan"
Fisherman's Bastion,19th-century fortress with 7 turreted lookout towers offering panoramic views plus cafe on terrace.,"47.5021827,19.0347813",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJnam0fyLcQUcRRl4jRKg8Ji8/photos/AWYs27w6UN_K_CDVMwhgm46XTfNnTip9Rciefp-FkTPzWf_wMKhAVn5odB9tGAniEC8xs4U8zOayz_uaRWiyBP94v-QQ7EZPSVcDxk0W1qsErNk2Cdl6qTICF7Jq5CUlwBYpug_zl-sDzp6acJVSfy6n8q0VIoLmd_wY42pA&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Budapest,Hungary,https://budavar.hu/halaszbastya/,"Budapest, 1014 Hungary"
Robben Island,"Historical landmark known for housing political prisoners such as Nelson Mandela, now with a museum.","-33.8076073,18.3712309",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJy3XfS2WKzB0RYZDeLkVkb30/photos/AWYs27xZhgrowlJaMx-S8hHv1kDupO4F0UvVInZhZ-yVhNnu5D3q62YJbTr3D9FtSoaBPOKd0Da_uaLYWZtIIefYW9wDQbnHMLjcJ9k0MC7sHsx7cY3zlCLM4XHzqtphOmS2uDNfRrXmAbzNLGgYHxLuYUIrRwlmMM8w-MsJ&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.2,Western Cape,South Africa,,"Robben Island, South Africa"
Patriarchal Cathedral St. Alexander Nevsky,Iconic Bulgarian Orthodox church with Neo-Byzantine architecture & an underground museum.,"42.6958847,23.332870399999997",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJmeSHJnGFqkARUFPopvNwkwI/photos/AWYs27wIKh3wJf7-hlbQ1jUwHXNydkKe-SQ_ivHQkEIWKaaOa7JZP47rPX6G4fF9jhNp2HjPSaJXh1MXJ5sq-K25LrbMubKLS3BnYAJdBr55Lq3bHFsg6IWffR6RgKbH4HC-2ihi0fKC24SGie3DDFZVlxKfUrxKddnPpVM4&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.7,Sofia,Bulgaria,https://www.cathedral.bg/,"Sofia Center, pl. ""Sveti Aleksandar Nevski"", 1000 Sofia, Bulgaria"
Tulum,"Ruins of a walled, ancient Mayan city, located on a bluff overlooking the Caribbean Sea.","20.2149504,-87.4294212",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJZTIpFn3RT48RY8mSpPzWaP8/photos/AWYs27xDTwKM0_fHcOOgv6IbOU6W3N-gXjC5dAWN8Bxmz-GZ5V-PtTGBpRv-jnpodgZHzDkCP0pRWAfoTgaYxwEzJ7lBj5JVp2t_1LucW4lu1-I81OsCGojVv0zz2Q1G_5QEEe4pjc8EARt1v_kF8R0Y5mtalQbOm74PlvNE&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Tulum,Mexico,https://www.inah.gob.mx/zonas/99-zona-arqueologica-de-tulum,"Zona Hotelera Tulum, 77765 Tulum, Quintana Roo, Mexico"
Willis Tower,"Iconic, 110-story skyscraper featuring expansive views of Chicago from its 103rd-story Skydeck.","41.878876399999996,-87.6359149",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJu_tp4r4sDogRfYy4Xs5tDwE/photos/AWYs27zRlwrcFqgAEupEQ8yIzdTKlBi1knfcquTrjmtfqcBZyCHlg4W8XvDGR6_nKIIxvb8MhIrp0YaYAEJ2DGHWS2wQFJ95_O52cJfJlJpLlVVKwwoEv77srVhE6zRcldlc7ljk_G8hIJH-L9TeLhUi2dcVDQKB7ggffCL-&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.5,Chicago,United States,https://www.willistower.com/,"233 S Wacker Dr, Chicago, IL 60606, USA"
Columbus Park,City square with Christopher Columbus statue bordered by the oldest cathedral in the Americas.,"18.473538599999998,-69.88401069999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJbQ0WjD2Ir44RzQ_R4fQ36rE/photos/AWYs27ybKtBXCJextr13aV0S_v8JJmUt1AzJ7QHLrbyPqyFiUX5MCei8w0jh-_hrFlUXFysyfcQfhyIU1Yyt7MxiuFwiZr_8zoAGwVNU67wB4PC87awwNrmJc2ZjILLrhUUgxukNLYFX6CFm0iPejnycya37Aw374yV4X2yv&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Santo Domingo,Dominican Republic,,"F4F8+C99, C. Isabel La Católica, Santo Domingo 10210, Dominican Republic"
Kalemegdan,"Expansive park featuring a historic fortress with a museum, a zoo, walking paths & river views.","44.8222662,20.4508992",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJpRm697R6WkcRstFR2oX4vSk/photos/AWYs27x0ZtgGWKkr4HjfpU4-WIwx0G5R9bvAyt2jjTHx_bWV9bz7B-3UhKHh4iByxnCBIZLiMNzbi8W8wmpAhzesWigOCd2HjONeTP9Ppe13VkkJx_A2fuQYafA0wdgKroVQNoqBXt2AGpw1_-MC92IFwjiNRRg-z6xwA31c&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.8,Beograd,Serbia,http://www.beogradskatvrdjava.co.rs/,"Kalemegdan bb 11000, Beograd, Serbia"
Shwedagon Pagoda,"Historic 99-m-high Buddhist temple plated in gold, offering tours, a visitor center & an exhibit.","16.7983725,96.1495573",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJVeT_P17rwTARbs9UljGt07c/photos/AWYs27w-NfzA1aPBtNpVLtuKZKnqnM4L8lN9x33feo54Na_Mb20sknVQPInXYzILa7a6yxuuiiKDkgs7S690V5WhpiUUNJ4VprJLH1cDommy2ZoiJh5Hv7OHZ6UuNLwZrnzjZcEH7YxuXMO6mMsJaCAHkluCYRJixzXqOLEm&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.7,Yangon,Myanmar (Burma),,"Yangon, Myanmar (Burma)"
House of Slaves,"Opened in 1962, this museum & memorial documents the history of the Atlantic slave trade.","14.667626899999998,-17.3972905",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJN2Pb7JJzwQ4R-uwoTcly7G0/photos/AWYs27wsEOapNR89F7-BXT60v-pR42FJa1JgxvLu4-drlkjiA4n-tTquLF6mTTkmVNGuWwp_cmdR8Le7SC5dNytpXPimoR8EAw-_dCACTwuLCKOub5weSZAaS0GjF_eb-zmyBzMVWcJHqc3941Ne9j57JQGhZ5kWyc7_3Qag&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.4,Dakar,Senegal,,"Dakar, Senegal"
Sugarloaf Mountain,"Scenic forested day park offering over 15 miles of hiking trails, picnic space & a historic mansion.","39.251764099999995,-77.392941",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJc54jgsIntokRYpGAzjIaM_c/photos/AWYs27xss-Hi-t0M-hybOij0W4oNyzquXfllzKVU3sSIq3KoqbkaUxJCDBbWInR-9-hcoaCaiDgLkurQdUunB-8EOT4cBpUSVC7vKgzYpNizTbtG11fNHMeaUoLOSTS_uwMECfIG8gFOu9Kkgb-9LCqlS-mKlPUk-HU0LRy0&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.7,Dickerson,United States,https://www.sugarloafmd.com/,"7901 Comus Rd, Dickerson, MD 20842, USA"
Sigiriya,"The ruins of a 5th-century city, anchored by a towering rock fortress accessible by steep stairs.","7.957032699999999,80.760257",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJs5pMcluh_DoRUg03WydxF6s/photos/AWYs27xBAdYlY994jtL2oqBfcV3a5-56Uk4zMT45EjQRf1Vs-SlYU7VPNcLuK9WtxQMdXIHobVxgJwsccmYRNFCbo2j9j2Cp92JrarUR1odV1T__NzslUl-a_hGVlTqWpRCZGtu4bTKEPyjlNahUR_76a3T687cIsjgZqRmf&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.7,Sigiriya,Sri Lanka,https://sigiriyafortress.com/,"Sigiriya, Sri Lanka"
Wat Mahathat,"Buddhist temple with ruins, colorful shrines & a famed Buddha head surrounded by tree roots.","14.3569443,100.5675112",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ-UkaTEl04jAR2QgEGFAM1dU/photos/AWYs27zJ-gshdLPhttfkdvTsYnHWBGgWKnZtvBeFJwU7GIE6RZfXWFcrxvMu1d6eKh1iS_IrEKs20Agy272RHz7DIxj64E8GmZfYl27DObAf7-t_efM90kjB_tmH8X0uJ1_YB1-YifyhYufYJYlbliSsW6CmhmIXdtLoiBzS&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Phra Nakhon Si Ayutthaya,Thailand,https://www.finearts.go.th/ayutthayahistoricalpark/view/22660-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8,"Tha Wasukri, Phra Nakhon Si Ayutthaya District, Phra Nakhon Si Ayutthaya 13000, Thailand"
San Juan National Historic Site,"This 1949 historic destination features colonial fortifications, powder houses & old city walls.","18.4704822,-66.1235165",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJm52A4r5uA4wRtAoN6BmRT38/photos/AWYs27y7-nojjReHZsP5Lu9OUtHTJ1XfGQ0lQEwjSqeBGXzmbJE86u9O43dTxIPGGJ6zw9BiZ8qO1F4h8xEF5_jszbdjvtddbpZq-CmM2aadD7v0HWLbiSUf6TR0Z563jW_YTKNx5Bkr6emqY-G5OENPp3v9qNemEz49Z7sM&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.8,San Juan,Puerto Rico,https://www.nps.gov/saju/index.htm,"FVCG+5HX, San Juan, 00901, Puerto Rico"
Great Mosque of Djenne,"This large, prominent adobe mosque completed in 1907 showcases Sudano-Sahelian architecture.","13.905168999999999,-4.5554155",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJiyCX7XBIOA4RHrqardoDlZI/photos/AWYs27yjf-XXHc51d_VBb09dCK7Phmx6ZXDPZoShHwAsoXnHGlpgB7vkpLU8XAaF07pC5Y2en2M-an-E4ooQN9jI5cFjs5E-N3EhlZboT0kTeijvS0Tvag25f8AMzn8DFAPctQzZOrzpVz_AZRdY8ERFcAkkPhezhViQLyw&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Mosque,4.5,Djenne,Mali,,"WC4V+3R8, Djenne, Mali"
U Bein Bridge,Historic circa-1850s footbridge constructed over a lake using teakwood pillars & planks.,"21.891572399999998,96.0578199",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJnQmnfSgNyzAR9ZxN9YTv6Xs/photos/AWYs27wauTjlb6c3XUh1LxUWj_pBdzDfcLiB481iNM4Pe7O7UGtuQgqHdblS1AesBU8_RjLLuTS8oaj9RKbzhr5yv-IOEM2udQuLGee20dx1KVX0X8jvoU-iXJWGWlZhHMW2UNrv6zzzNkh1JOc7SEGLEcSQ-RV5Gv4kKUR5&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,Mandalay,Myanmar (Burma),,"Mandalay, Myanmar (Burma)"
